date,evictions,unemployment_rate,school_absenteeism,poverty_rate,er_visits
2010-12-10,4,11.55,13.36,15.22,33
2010-12-10,5,7.58,12.27,12.97,59
2010-12-10,3,9.33,14.01,17.41,57
2010-12-11,7,5.77,14.88,24.35,43
2010-12-11,3,8.27,15.69,15.01,53
2010-12-12,6,6.21,9.22,18.25,55
2010-12-13,7,5.67,12.31,10.4,60
2010-12-13,1,6.7,10.56,15.87,44
2010-12-14,6,7.14,5.58,23.57,48
2010-12-14,4,5.98,14.14,23.85,45
2010-12-14,2,5.32,18.12,17.29,33
2010-12-15,2,8.61,18.82,21.07,63
2010-12-16,5,6.43,12.76,8.05,57
2010-12-17,5,4.82,16.49,17.04,47
2010-12-17,3,9.83,15.69,20.45,51
2010-12-18,5,9.51,8.43,13.61,43
2010-12-19,11,10.98,5.94,23.32,63
2010-12-19,2,8.0,16.22,21.25,57
2010-12-19,6,5.51,9.24,21.08,42
2010-12-19,5,10.77,13.24,8.36,46
2010-12-20,3,5.52,12.86,11.13,45
2010-12-21,4,8.9,17.27,20.13,34
2010-12-21,10,4.71,14.67,17.55,50
2010-12-22,1,8.66,17.71,17.83,54
2010-12-24,8,10.57,16.28,8.25,36
2010-12-24,3,7.86,20.0,15.51,41
2010-12-24,5,7.24,17.96,21.37,58
2010-12-24,4,11.94,8.17,19.28,55
2010-12-25,11,3.2,19.42,17.73,44
2010-12-25,3,5.99,10.1,19.84,45
2010-12-26,4,11.27,14.12,22.47,45
2010-12-26,3,8.78,19.12,22.44,48
2010-12-26,3,7.88,8.21,15.75,63
2010-12-28,8,8.74,17.86,13.23,46
2010-12-28,1,5.9,19.3,14.23,45
2010-12-28,5,3.64,17.81,16.86,44
2010-12-29,7,5.48,17.29,9.52,56
2010-12-30,3,6.03,8.97,18.05,46
2011-01-02,7,7.32,11.11,15.71,56
2011-01-02,5,6.55,16.41,20.9,37
2011-01-02,7,7.69,6.77,12.66,45
2011-01-02,5,4.76,18.33,9.13,49
2011-01-02,7,4.66,8.15,23.21,54
2011-01-02,5,6.17,13.47,9.16,53
2011-01-04,4,7.26,6.58,23.76,51
2011-01-05,5,6.08,7.78,16.46,56
2011-01-06,11,8.19,13.78,8.96,38
2011-01-06,7,5.79,14.52,10.14,46
2011-01-06,6,4.59,9.05,17.06,52
2011-01-07,3,10.77,6.79,8.27,60
2011-01-08,0,4.81,13.24,23.56,53
2011-01-08,10,11.7,17.61,21.54,52
2011-01-08,5,11.89,8.02,16.58,58
2011-01-08,5,9.27,15.37,23.75,51
2011-01-08,3,7.52,10.79,12.42,45
2011-01-09,4,10.16,19.15,22.51,63
2011-01-09,2,10.86,6.24,21.69,46
2011-01-09,2,9.39,5.6,17.89,39
2011-01-09,7,3.92,6.86,13.42,46
2011-01-09,3,3.03,16.74,17.49,53
2011-01-10,1,4.73,18.84,24.27,54
2011-01-10,3,4.7,17.34,9.44,48
2011-01-11,7,4.64,15.77,11.42,54
2011-01-11,5,7.59,5.86,18.95,51
2011-01-11,5,7.68,8.21,19.53,51
2011-01-11,4,9.51,19.03,10.8,53
2011-01-12,5,4.81,14.34,21.71,54
2011-01-13,5,3.83,12.02,23.78,49
2011-01-13,3,8.99,14.78,9.35,54
2011-01-14,3,7.36,7.68,24.56,48
2011-01-14,6,9.0,18.39,12.78,51
2011-01-15,6,6.43,14.84,13.25,49
2011-01-15,4,9.76,12.07,8.76,60
2011-01-15,9,9.14,11.86,16.46,57
2011-01-15,6,8.85,17.34,24.23,44
2011-01-16,5,3.25,9.62,10.74,55
2011-01-16,5,10.72,7.06,17.81,51
2011-01-16,4,6.39,7.79,12.67,51
2011-01-18,10,4.22,6.22,8.32,60
2011-01-18,6,9.8,12.62,24.78,46
2011-01-19,2,7.38,15.16,20.18,54
2011-01-19,4,3.29,19.01,20.5,47
2011-01-20,3,10.04,16.26,19.27,55
2011-01-20,2,6.92,13.75,10.44,59
2011-01-20,5,9.79,17.96,11.51,47
2011-01-21,6,9.8,18.38,14.56,48
2011-01-22,5,3.9,15.69,24.92,48
2011-01-23,10,8.52,5.84,19.43,45
2011-01-23,5,6.24,9.38,15.52,37
2011-01-24,5,7.92,10.04,16.24,56
2011-01-24,4,3.8,19.96,23.68,49
2011-01-25,4,8.29,11.96,11.34,46
2011-01-26,3,10.0,16.43,13.45,61
2011-01-26,6,11.88,17.21,14.3,51
2011-01-27,4,5.88,14.8,23.26,55
2011-01-27,2,4.4,5.27,21.21,53
2011-01-28,9,6.29,5.29,18.04,67
2011-01-28,5,3.17,17.28,13.35,53
2011-01-28,9,6.68,16.09,11.44,47
2011-01-29,5,11.23,13.04,13.62,56
2011-01-30,5,4.75,8.73,23.8,38
2011-01-30,1,7.3,6.3,23.47,55
2011-01-31,5,8.15,7.46,15.17,56
2011-01-31,8,4.62,13.7,13.53,71
2011-02-02,6,5.97,13.19,23.04,55
2011-02-02,2,11.2,19.12,15.59,52
2011-02-03,5,5.66,19.36,8.66,47
2011-02-05,5,8.72,13.64,13.88,52
2011-02-05,4,4.23,17.62,18.32,51
2011-02-05,6,9.03,17.18,24.06,50
2011-02-05,5,5.51,16.29,15.22,50
2011-02-06,6,5.08,11.56,12.08,43
2011-02-06,5,4.12,10.84,14.54,42
2011-02-07,4,3.42,8.96,8.97,48
2011-02-07,7,11.71,19.06,23.28,29
2011-02-08,5,6.73,17.52,8.57,51
2011-02-10,7,10.0,7.66,8.02,56
2011-02-10,6,11.28,8.79,18.44,56
2011-02-12,4,4.84,13.72,10.62,53
2011-02-12,8,10.83,11.2,13.03,62
2011-02-12,4,9.37,8.21,16.35,51
2011-02-14,3,8.2,16.87,21.47,58
2011-02-14,5,10.28,5.02,14.59,59
2011-02-14,10,4.0,10.15,24.27,52
2011-02-14,6,5.37,18.94,15.7,47
2011-02-15,4,4.18,16.41,23.64,40
2011-02-16,3,11.06,11.02,15.69,40
2011-02-16,3,3.89,18.93,16.77,37
2011-02-17,5,11.82,18.51,24.29,55
2011-02-17,2,3.99,5.79,19.47,44
2011-02-18,6,8.96,6.92,10.54,56
2011-02-19,2,8.94,10.81,18.18,38
2011-02-19,5,11.38,18.94,11.83,52
2011-02-20,2,5.91,17.66,13.26,53
2011-02-20,6,5.99,5.72,22.25,58
2011-02-21,3,10.62,12.68,19.6,34
2011-02-21,5,11.81,15.8,12.88,38
2011-02-21,2,3.27,9.14,8.08,56
2011-02-22,6,8.72,15.84,17.03,52
2011-02-23,6,5.19,10.55,12.25,53
2011-02-24,7,9.55,9.11,8.48,50
2011-02-25,6,9.95,10.89,9.08,45
2011-02-25,6,9.86,19.26,19.45,47
2011-02-26,4,6.92,18.58,15.04,56
2011-02-26,4,4.42,18.71,12.46,46
2011-02-26,7,8.26,18.76,22.95,49
2011-02-27,5,10.1,7.67,22.03,41
2011-02-28,5,11.21,18.44,15.93,63
2011-02-28,8,7.07,8.18,12.68,61
2011-02-28,4,5.21,17.57,16.62,48
2011-03-02,2,4.07,13.13,20.8,49
2011-03-03,3,10.18,8.6,8.18,57
2011-03-03,4,7.82,10.98,18.41,64
2011-03-04,6,9.07,11.5,20.07,48
2011-03-04,9,4.43,16.0,21.89,36
2011-03-05,3,3.06,14.09,11.68,56
2011-03-06,5,11.71,17.25,11.46,58
2011-03-06,3,10.3,10.95,11.67,42
2011-03-07,2,6.6,16.15,23.83,43
2011-03-07,4,7.11,16.89,10.4,38
2011-03-07,9,11.36,5.95,21.0,43
2011-03-07,4,4.87,10.63,24.77,49
2011-03-07,5,10.23,18.29,24.09,55
2011-03-08,8,3.16,15.57,14.97,46
2011-03-08,8,10.88,11.28,22.27,43
2011-03-08,5,8.3,7.74,19.39,35
2011-03-08,3,7.3,6.45,22.76,45
2011-03-08,9,9.36,8.44,10.74,61
2011-03-08,2,3.61,8.67,21.0,51
2011-03-10,8,4.76,10.56,17.97,47
2011-03-10,7,6.66,7.65,17.18,62
2011-03-11,6,8.56,7.19,20.39,52
2011-03-11,9,4.3,17.66,12.64,39
2011-03-11,3,6.42,8.74,9.27,51
2011-03-12,6,5.35,13.42,16.54,56
2011-03-13,7,8.81,7.99,13.14,57
2011-03-14,7,11.27,12.38,12.36,51
2011-03-14,5,4.49,9.15,24.97,41
2011-03-14,5,4.7,6.3,11.36,53
2011-03-15,1,8.4,19.73,12.0,54
2011-03-15,7,7.08,11.87,13.68,44
2011-03-15,4,9.46,10.9,16.45,47
2011-03-15,7,5.59,7.99,22.77,58
2011-03-16,5,7.9,12.43,11.0,55
2011-03-17,5,6.48,14.53,18.47,37
2011-03-17,3,5.53,9.57,14.26,60
2011-03-17,5,9.56,12.21,21.55,54
2011-03-18,5,10.16,8.56,18.23,49
2011-03-18,4,5.96,12.92,21.52,41
2011-03-19,3,8.61,16.81,22.54,43
2011-03-19,3,4.61,5.9,23.51,56
2011-03-20,5,10.12,12.77,24.93,39
2011-03-20,10,5.53,10.99,18.52,48
2011-03-22,2,4.54,6.11,18.84,53
2011-03-22,5,11.46,19.11,10.39,49
2011-03-22,3,6.8,8.9,9.79,40
2011-03-23,4,8.79,13.47,16.29,51
2011-03-23,6,10.28,10.59,19.79,34
2011-03-23,3,9.18,9.07,12.22,49
2011-03-24,4,8.08,12.91,13.56,55
2011-03-24,4,6.34,15.34,19.9,45
2011-03-24,5,11.27,16.78,11.6,55
2011-03-24,8,4.2,14.51,16.86,43
2011-03-24,5,10.96,12.89,17.16,54
2011-03-25,6,9.39,16.66,23.59,53
2011-03-25,3,8.14,12.76,14.84,41
2011-03-25,4,5.92,19.61,11.58,52
2011-03-25,5,4.31,12.9,10.96,58
2011-03-26,6,6.99,9.76,12.98,45
2011-03-27,7,10.05,11.7,12.74,68
2011-03-27,5,9.71,12.35,20.75,51
2011-03-28,2,8.81,9.25,18.09,42
2011-03-29,6,11.93,7.38,19.6,45
2011-03-29,4,11.75,11.47,18.72,57
2011-03-30,2,6.6,18.46,16.18,52
2011-03-30,4,4.73,8.83,23.78,52
2011-03-31,2,7.17,10.43,21.9,67
2011-03-31,3,10.6,16.37,11.58,43
2011-04-01,4,7.13,6.23,15.2,60
2011-04-03,7,6.02,17.38,12.89,37
2011-04-03,5,9.67,15.8,20.68,47
2011-04-03,5,8.85,13.25,13.86,59
2011-04-04,7,11.72,8.14,18.88,42
2011-04-04,9,7.94,6.39,12.97,52
2011-04-06,7,11.71,8.48,10.92,60
2011-04-06,6,5.62,16.42,8.16,46
2011-04-07,6,10.78,19.0,24.91,46
2011-04-08,9,6.16,16.07,11.73,42
2011-04-09,2,10.29,12.91,22.15,47
2011-04-09,3,11.33,19.26,21.98,52
2011-04-09,9,8.61,17.43,12.01,54
2011-04-09,3,9.56,14.84,15.07,56
2011-04-09,8,11.63,5.57,22.21,54
2011-04-09,5,6.38,9.32,19.73,46
2011-04-10,4,7.6,9.62,14.29,46
2011-04-10,9,11.08,10.21,24.14,43
2011-04-10,2,9.06,10.84,13.82,60
2011-04-12,5,10.86,19.09,11.61,54
2011-04-12,10,8.56,16.13,10.49,50
2011-04-13,5,9.66,15.38,19.92,42
2011-04-13,4,3.12,11.4,8.49,51
2011-04-13,7,6.06,10.06,22.38,44
2011-04-15,3,9.93,6.79,13.17,37
2011-04-15,6,6.64,11.8,14.29,38
2011-04-15,3,6.27,8.08,21.63,47
2011-04-16,3,11.56,10.87,21.84,54
2011-04-17,4,7.97,7.35,14.8,46
2011-04-18,1,4.73,10.16,17.42,50
2011-04-18,2,7.25,5.64,19.55,53
2011-04-18,4,7.67,5.09,19.71,49
2011-04-19,5,11.9,18.05,17.08,63
2011-04-20,8,9.46,14.62,22.35,54
2011-04-20,7,7.67,13.81,22.3,52
2011-04-21,7,6.89,12.71,22.43,56
2011-04-21,2,11.24,15.9,12.56,44
2011-04-21,6,8.81,16.04,12.37,56
2011-04-22,8,6.2,19.03,10.38,59
2011-04-22,6,7.18,8.67,22.05,55
2011-04-22,4,5.5,16.78,9.03,57
2011-04-22,4,11.64,19.87,10.3,55
2011-04-23,4,9.32,5.44,23.75,54
2011-04-23,1,6.53,10.61,10.13,46
2011-04-23,6,4.65,11.54,10.06,44
2011-04-24,8,4.59,17.33,23.45,47
2011-04-24,7,7.3,5.21,13.27,45
2011-04-26,7,7.21,13.98,22.98,48
2011-04-27,6,6.76,18.39,14.42,43
2011-04-27,6,10.67,7.21,14.35,45
2011-04-28,4,11.81,6.73,10.3,38
2011-04-29,3,6.19,20.0,23.62,52
2011-04-29,6,5.65,17.39,20.95,46
2011-04-29,3,9.93,15.46,11.84,47
2011-04-29,10,7.05,10.98,20.37,45
2011-04-30,5,4.96,17.81,9.76,54
2011-05-02,6,4.63,18.84,16.9,54
2011-05-03,6,5.53,15.99,12.32,61
2011-05-03,4,3.01,10.97,22.46,44
2011-05-04,6,11.47,13.75,16.69,55
2011-05-06,5,6.87,6.48,23.66,50
2011-05-06,3,3.75,7.37,17.95,51
2011-05-07,2,4.48,16.75,16.57,51
2011-05-07,3,5.91,5.44,19.8,52
2011-05-08,2,7.97,5.74,21.33,51
2011-05-08,8,9.33,12.62,8.26,47
2011-05-08,7,5.77,7.56,16.88,46
2011-05-08,4,11.62,9.41,21.19,45
2011-05-09,3,9.84,10.98,14.93,47
2011-05-09,3,10.43,12.83,8.77,50
2011-05-09,6,5.91,9.25,8.3,48
2011-05-10,5,6.43,12.25,21.5,60
2011-05-10,1,7.84,10.56,11.37,51
2011-05-11,8,7.07,6.22,10.97,50
2011-05-11,9,5.34,18.01,12.92,45
2011-05-11,4,11.98,9.22,9.74,54
2011-05-11,7,10.64,14.14,8.91,58
2011-05-11,3,5.14,13.55,22.83,48
2011-05-11,7,11.03,7.99,13.15,44
2011-05-12,5,8.28,5.45,17.9,37
2011-05-12,6,3.11,17.85,22.58,54
2011-05-12,8,6.12,12.47,24.62,59
2011-05-13,2,3.23,11.22,19.7,56
2011-05-14,4,3.79,16.44,24.15,59
2011-05-15,9,4.61,5.5,15.2,51
2011-05-16,4,7.36,16.48,21.42,46
2011-05-16,4,6.43,11.13,23.94,53
2011-05-17,3,4.34,13.27,8.9,59
2011-05-17,4,6.55,16.29,13.4,44
2011-05-17,4,5.74,13.2,20.58,44
2011-05-18,6,6.69,5.93,13.36,43
2011-05-18,7,4.55,15.93,8.29,54
2011-05-19,3,8.49,16.8,21.72,47
2011-05-20,6,3.4,11.93,10.8,59
2011-05-20,8,6.49,11.59,13.45,50
2011-05-24,7,11.05,8.78,23.48,50
2011-05-25,3,6.78,14.66,11.55,51
2011-05-25,4,6.97,18.23,23.21,65
2011-05-26,6,3.61,14.84,15.18,58
2011-05-26,8,8.45,16.57,23.61,54
2011-05-27,3,11.43,17.56,22.91,35
2011-05-27,4,5.62,8.39,15.06,36
2011-05-28,3,6.54,11.03,23.67,53
2011-05-29,8,8.29,11.54,18.76,49
2011-05-29,1,3.84,13.38,16.09,49
2011-05-29,3,11.55,5.74,17.02,54
2011-05-30,7,7.21,13.83,9.08,44
2011-05-31,5,4.04,6.33,21.73,54
2011-05-31,9,6.02,17.1,12.97,60
2011-05-31,5,6.36,19.45,12.59,54
2011-05-31,4,6.11,9.35,20.16,63
2011-06-02,5,9.24,12.6,14.3,51
2011-06-02,7,6.11,17.35,16.74,45
2011-06-02,3,5.91,9.72,15.17,50
2011-06-02,6,5.9,7.37,16.58,41
2011-06-03,7,10.0,16.09,11.78,46
2011-06-04,4,5.78,15.48,23.04,51
2011-06-04,4,3.13,13.55,18.37,41
2011-06-04,4,6.29,19.17,11.97,47
2011-06-04,3,5.5,19.33,9.56,53
2011-06-04,4,11.18,17.92,17.1,46
2011-06-04,2,7.3,9.4,15.96,56
2011-06-05,7,5.11,8.38,23.85,34
2011-06-06,6,11.83,17.54,11.92,46
2011-06-07,7,5.22,14.77,22.99,52
2011-06-07,5,9.87,10.94,21.03,46
2011-06-08,4,8.85,11.15,16.1,42
2011-06-08,5,7.16,17.8,22.85,42
2011-06-09,4,6.65,7.45,22.65,49
2011-06-09,7,10.85,19.16,20.15,42
2011-06-09,5,7.28,14.5,9.73,46
2011-06-10,6,6.38,16.87,10.72,41
2011-06-10,5,6.19,10.56,18.06,40
2011-06-13,2,5.48,13.8,12.17,43
2011-06-14,4,6.68,16.25,17.37,34
2011-06-14,4,4.08,11.53,17.53,56
2011-06-17,6,3.59,12.32,17.98,41
2011-06-17,11,7.87,13.73,17.69,51
2011-06-17,6,7.09,5.95,14.45,56
2011-06-17,8,4.56,17.95,11.57,56
2011-06-18,5,3.96,18.0,16.82,51
2011-06-19,3,4.29,9.22,16.42,56
2011-06-20,5,5.84,18.2,12.68,44
2011-06-20,1,7.06,16.18,8.87,55
2011-06-21,8,4.74,12.25,11.49,39
2011-06-21,6,9.8,10.22,17.36,51
2011-06-22,4,4.74,10.99,17.11,48
2011-06-22,7,4.12,13.02,10.27,44
2011-06-23,1,11.95,11.19,18.3,62
2011-06-25,7,7.03,11.3,15.19,49
2011-06-25,3,4.53,8.05,19.11,45
2011-06-26,9,11.05,15.62,23.1,42
2011-06-26,4,5.08,14.14,13.25,51
2011-06-27,2,11.33,19.88,13.9,44
2011-06-27,4,4.07,7.12,19.51,58
2011-06-28,6,10.58,6.71,24.14,58
2011-06-28,2,4.66,12.74,16.26,55
2011-06-29,1,11.45,7.28,10.88,46
2011-06-30,7,8.17,14.16,23.9,39
2011-07-01,7,4.71,7.94,15.99,53
2011-07-01,6,10.6,12.24,15.83,51
2011-07-02,8,6.52,14.17,17.18,46
2011-07-02,7,9.6,11.87,12.29,52
2011-07-04,5,8.79,9.8,21.34,45
2011-07-04,6,9.43,16.73,18.9,55
2011-07-05,6,6.09,17.82,24.23,51
2011-07-06,7,11.45,9.17,11.47,51
2011-07-10,6,8.04,17.2,18.53,60
2011-07-10,3,3.7,10.87,16.78,52
2011-07-11,3,3.6,12.31,23.21,56
2011-07-11,1,9.64,8.48,8.52,31
2011-07-11,5,10.65,14.39,20.93,45
2011-07-12,3,9.26,6.51,18.59,39
2011-07-12,9,5.5,13.87,18.33,50
2011-07-12,8,5.03,19.85,22.88,44
2011-07-13,4,8.09,16.3,18.03,55
2011-07-14,2,4.77,18.43,20.17,50
2011-07-14,3,6.41,11.96,18.98,47
2011-07-16,2,8.66,7.13,9.18,47
2011-07-16,4,5.56,9.33,9.92,61
2011-07-16,4,6.38,5.74,13.75,65
2011-07-17,5,6.24,12.53,19.49,59
2011-07-17,8,7.14,14.75,8.45,59
2011-07-17,6,9.07,11.37,21.13,43
2011-07-18,3,10.04,13.45,11.45,42
2011-07-18,5,8.99,9.81,17.51,50
2011-07-18,6,3.24,6.29,11.42,55
2011-07-18,3,11.07,11.48,10.99,49
2011-07-18,8,8.23,13.22,13.68,54
2011-07-19,8,11.28,19.74,23.67,34
2011-07-19,5,11.67,10.21,12.04,53
2011-07-19,4,7.21,15.17,8.82,59
2011-07-19,2,11.25,17.34,23.0,41
2011-07-20,6,6.29,10.03,15.46,62
2011-07-21,5,5.34,18.95,18.56,43
2011-07-24,6,3.66,10.08,23.06,39
2011-07-24,7,7.07,19.55,20.85,56
2011-07-24,3,9.2,5.03,21.54,59
2011-07-24,9,11.79,14.51,16.16,40
2011-07-24,2,7.69,16.85,19.68,55
2011-07-24,0,9.61,9.2,24.38,39
2011-07-25,6,11.07,6.76,23.13,52
2011-07-25,4,7.89,5.37,18.41,57
2011-07-25,6,4.5,6.12,9.45,50
2011-07-26,4,10.63,13.15,24.65,53
2011-07-26,5,8.17,17.59,11.83,47
2011-07-27,2,9.83,5.95,14.13,47
2011-07-28,5,8.93,6.7,10.39,46
2011-07-29,4,3.55,5.08,10.83,49
2011-07-29,3,4.52,9.23,21.53,55
2011-07-29,5,5.58,18.82,10.18,43
2011-07-30,3,5.56,9.14,11.22,57
2011-07-30,3,10.55,11.61,10.92,55
2011-07-30,4,8.38,7.68,14.29,40
2011-07-31,8,3.75,6.74,19.81,56
2011-08-01,5,6.48,7.74,18.95,35
2011-08-01,4,8.01,8.16,20.32,56
2011-08-02,4,5.26,6.95,20.36,51
2011-08-02,4,3.36,16.87,8.05,57
2011-08-04,4,6.42,12.16,19.64,54
2011-08-04,7,7.15,13.1,19.64,57
2011-08-05,8,11.14,10.62,9.06,48
2011-08-06,7,11.18,8.16,15.26,54
2011-08-06,3,7.5,6.41,9.34,59
2011-08-07,6,7.24,6.14,11.24,58
2011-08-07,6,8.76,7.78,16.33,60
2011-08-07,4,5.32,17.75,8.2,54
2011-08-07,6,5.57,8.25,9.61,75
2011-08-07,9,3.02,10.32,9.44,44
2011-08-08,6,3.7,13.59,10.12,52
2011-08-09,4,4.61,12.67,8.85,55
2011-08-09,6,8.77,14.99,18.41,51
2011-08-10,7,4.91,7.91,11.04,43
2011-08-11,4,4.12,12.86,22.66,53
2011-08-11,3,8.55,16.52,23.04,45
2011-08-12,4,8.87,10.81,19.75,45
2011-08-12,5,3.54,19.58,9.1,52
2011-08-14,3,9.96,13.67,23.16,51
2011-08-14,5,8.46,15.12,15.12,62
2011-08-14,3,6.57,11.89,11.08,55
2011-08-14,5,11.85,17.87,21.24,58
2011-08-15,5,3.09,11.77,13.89,54
2011-08-15,5,7.9,19.13,16.6,39
2011-08-15,6,4.44,9.61,20.63,46
2011-08-16,6,5.96,17.99,9.72,52
2011-08-16,6,4.2,14.59,10.88,56
2011-08-17,5,9.01,16.99,24.47,55
2011-08-17,7,6.61,5.57,20.13,53
2011-08-18,3,11.88,9.16,11.93,56
2011-08-18,5,8.88,17.71,17.75,57
2011-08-19,7,11.26,9.78,11.2,42
2011-08-19,2,5.17,15.69,22.71,50
2011-08-20,8,5.87,19.88,15.63,59
2011-08-20,4,6.26,7.66,21.72,51
2011-08-20,2,10.55,11.26,24.52,54
2011-08-21,5,4.91,7.48,24.67,43
2011-08-21,5,11.52,7.31,10.34,44
2011-08-22,4,3.39,14.5,24.06,50
2011-08-22,6,11.01,7.87,12.59,41
2011-08-22,8,7.06,12.24,14.11,50
2011-08-23,4,7.73,19.67,9.07,50
2011-08-23,3,11.98,10.0,18.98,53
2011-08-24,6,10.83,18.1,18.95,46
2011-08-24,4,11.14,10.95,21.21,43
2011-08-24,2,8.27,8.94,24.09,49
2011-08-25,3,11.61,10.04,15.28,55
2011-08-25,1,9.19,6.92,14.93,59
2011-08-26,9,10.37,15.18,18.86,46
2011-08-26,5,9.49,12.64,19.35,58
2011-08-27,3,10.03,14.21,15.57,53
2011-08-27,4,8.74,9.55,23.63,56
2011-08-28,3,9.54,14.8,8.89,60
2011-08-28,4,6.92,7.47,20.86,56
2011-08-30,6,9.36,14.79,11.54,47
2011-08-30,4,5.49,6.22,16.42,42
2011-08-30,2,8.71,11.0,22.48,57
2011-08-30,6,7.71,14.15,13.6,51
2011-08-31,3,11.09,17.83,23.29,55
2011-08-31,6,9.06,17.19,15.66,42
2011-09-01,2,8.37,12.9,19.95,49
2011-09-02,8,5.82,18.25,20.29,45
2011-09-02,3,10.77,12.59,12.43,63
2011-09-03,6,3.49,12.76,23.31,49
2011-09-03,4,11.1,15.81,10.12,57
2011-09-03,5,8.88,18.17,18.03,50
2011-09-04,6,4.71,14.04,23.79,55
2011-09-05,1,11.13,19.16,8.53,51
2011-09-05,5,5.94,8.49,17.03,43
2011-09-05,7,4.51,18.86,12.19,48
2011-09-05,6,5.87,8.32,11.27,46
2011-09-06,6,11.65,12.9,11.97,56
2011-09-07,7,9.77,16.94,23.35,42
2011-09-07,4,11.25,17.02,15.23,42
2011-09-08,3,5.69,9.17,12.01,48
2011-09-09,8,3.74,19.79,23.77,40
2011-09-09,4,8.06,6.21,13.47,46
2011-09-11,5,7.35,5.52,20.3,45
2011-09-11,5,9.49,17.62,17.13,57
2011-09-11,3,7.88,17.29,19.55,40
2011-09-11,9,6.57,15.69,11.11,44
2011-09-13,8,3.04,17.76,19.53,57
2011-09-14,6,7.21,7.06,23.4,58
2011-09-14,3,4.09,6.44,9.72,52
2011-09-14,5,11.3,19.54,13.55,44
2011-09-14,5,11.3,14.36,24.53,48
2011-09-14,5,10.23,18.8,11.83,64
2011-09-14,3,4.42,18.6,9.01,56
2011-09-15,7,4.33,14.8,8.94,56
2011-09-16,3,8.07,14.43,12.68,48
2011-09-17,0,9.55,10.4,16.41,57
2011-09-17,6,11.14,7.24,12.57,55
2011-09-17,6,11.05,15.3,12.78,55
2011-09-18,4,4.4,17.27,22.13,42
2011-09-19,5,11.96,13.17,21.04,51
2011-09-19,9,4.41,5.76,13.28,55
2011-09-20,5,10.56,7.17,13.86,53
2011-09-20,4,8.28,6.53,24.48,48
2011-09-21,3,9.1,14.87,24.15,56
2011-09-21,6,8.44,13.47,24.54,63
2011-09-23,2,10.83,12.0,23.97,45
2011-09-23,6,8.73,13.15,18.68,57
2011-09-24,6,10.64,9.14,13.24,54
2011-09-24,6,4.39,17.07,24.48,48
2011-09-24,5,10.8,9.93,20.63,52
2011-09-26,3,11.94,14.66,20.09,50
2011-09-27,4,8.95,10.86,21.56,55
2011-09-27,4,11.79,6.08,18.17,43
2011-09-27,5,4.98,8.85,17.92,59
2011-09-28,4,10.46,19.48,14.14,49
2011-09-28,4,4.52,7.86,10.56,49
2011-09-28,5,7.64,6.57,15.45,56
2011-09-28,5,8.98,9.37,16.8,44
2011-09-28,5,8.94,18.17,22.92,48
2011-09-29,7,9.04,9.59,14.83,54
2011-09-30,3,5.89,11.26,23.01,58
2011-09-30,2,11.76,9.65,13.4,54
2011-10-01,4,3.06,19.83,24.06,51
2011-10-01,4,8.59,20.0,8.66,58
2011-10-02,6,10.79,12.24,16.93,46
2011-10-02,3,11.02,16.77,13.47,50
2011-10-03,5,9.48,8.3,13.01,39
2011-10-04,5,8.17,10.61,9.35,36
2011-10-04,5,7.12,15.19,19.58,49
2011-10-04,5,7.05,9.29,14.67,45
2011-10-04,3,6.83,8.37,24.13,50
2011-10-05,10,9.3,18.83,20.11,56
2011-10-05,5,9.58,8.66,15.53,40
2011-10-05,4,7.63,5.89,18.66,51
2011-10-07,4,9.67,16.27,9.12,34
2011-10-07,7,7.76,8.65,18.02,52
2011-10-07,3,3.88,11.75,19.32,59
2011-10-07,6,10.66,6.67,9.8,56
2011-10-08,2,10.83,6.03,19.6,61
2011-10-08,4,5.4,11.91,16.06,58
2011-10-09,4,10.08,10.06,16.15,54
2011-10-09,4,7.6,12.59,20.3,40
2011-10-10,8,4.12,19.49,15.65,44
2011-10-10,5,6.58,11.11,11.98,47
2011-10-11,8,3.69,14.04,13.07,59
2011-10-12,5,10.08,6.46,20.55,41
2011-10-13,7,4.77,18.29,9.21,50
2011-10-15,8,4.48,17.09,22.29,57
2011-10-16,3,4.88,12.84,17.9,45
2011-10-16,4,5.04,7.75,20.36,41
2011-10-16,6,9.07,11.39,13.84,44
2011-10-16,4,8.75,9.46,11.79,57
2011-10-17,4,4.16,19.92,21.68,49
2011-10-17,6,9.52,12.36,9.74,38
2011-10-18,2,6.14,11.33,10.82,42
2011-10-18,4,7.12,7.54,12.84,46
2011-10-19,2,4.12,8.59,13.97,44
2011-10-19,8,9.38,15.67,11.46,44
2011-10-19,7,6.39,13.02,23.51,55
2011-10-19,2,8.69,10.37,8.46,43
2011-10-20,5,6.84,9.46,21.66,44
2011-10-20,6,3.44,8.01,14.99,50
2011-10-21,7,9.33,5.51,22.21,47
2011-10-21,7,7.97,19.66,21.53,45
2011-10-21,7,6.91,16.3,10.06,44
2011-10-21,6,4.81,18.92,19.33,56
2011-10-22,5,8.62,11.19,14.43,54
2011-10-24,5,5.48,18.04,21.96,49
2011-10-25,8,6.86,8.84,22.47,51
2011-10-26,7,3.51,12.65,11.21,60
2011-10-26,4,9.99,8.04,16.14,49
2011-10-26,5,3.81,16.56,18.1,53
2011-10-26,8,11.02,12.46,17.25,58
2011-10-27,5,10.81,13.04,12.28,56
2011-10-28,2,11.74,17.89,12.63,54
